datetime,machineID,errorID
2015-06-01 01:00:00,6,error2
2015-06-03 07:00:00,6,error2
2015-08-11 04:00:00,6,error2
2015-08-20 06:00:00,6,error4
2015-09-14 10:00:00,6,error2
2015-09-18 20:00:00,6,error1
2015-09-26 08:00:00,6,error2
2015-10-05 21:00:00,6,error1
2015-10-15 16:00:00,6,error3
2015-10-21 22:00:00,6,error1
2015-10-23 19:00:00,6,error2
2015-11-13 03:00:00,6,error1
2015-12-07 06:00:00,6,error4
2015-12-10 22:00:00,6,error3
2015-01-17 20:00:00,7,error1
2015-01-21 07:00:00,7,error3
2015-01-23 06:00:00,7,error2
2015-01-23 06:00:00,7,error3
2015-01-23 06:00:00,7,error5
2015-02-07 06:00:00,7,error1
2015-03-09 18:00:00,7,error4
2015-03-10 22:00:00,7,error2
2015-03-21 05:00:00,7,error3
2015-03-27 22:00:00,7,error2
2015-04-12 08:00:00,7,error1
2015-04-23 06:00:00,7,error1
2015-04-23 09:00:00,7,error4
2015-05-08 06:00:00,7,error5
2015-05-13 11:00:00,7,error2
2015-05-23 06:00:00,7,error2
2015-05-23 06:00:00,7,error3
2015-06-24 08:00:00,7,error3
2015-06-29 00:00:00,7,error1
2015-07-07 06:00:00,7,error2
2015-07-07 06:00:00,7,error3
2015-07-13 05:00:00,7,error2
2015-08-07 18:00:00,7,error2
2015-08-09 06:00:00,7,error3
2015-08-11 12:00:00,7,error1
2015-08-30 22:00:00,7,error4
2015-09-08 19:00:00,7,error2
2015-09-17 18:00:00,7,error1
2015-09-20 06:00:00,7,error5
2015-09-22 19:00:00,7,error2
2015-10-13 08:00:00,7,error4
2015-10-20 06:00:00,7,error2
2015-10-20 06:00:00,7,error3
2015-10-31 10:00:00,7,error2
2015-11-18 14:00:00,7,error3
2015-11-24 22:00:00,7,error3
2015-12-09 11:00:00,7,error2
2015-12-16 13:00:00,7,error3
2015-12-19 06:00:00,7,error1
2015-01-05 05:00:00,8,error2
2015-01-07 07:00:00,8,error1
2015-01-15 02:00:00,8,error1
2015-02-03 06:00:00,8,error1
2015-02-03 23:00:00,8,error4
2015-02-16 17:00:00,8,error3
2015-02-20 23:00:00,8,error3
2015-03-06 06:00:00,8,error2
2015-03-06 06:00:00,8,error3
2015-03-21 06:00:00,8,error5
2015-03-26 16:00:00,8,error2
2015-04-06 07:00:00,8,error2
2015-04-20 06:00:00,8,error2
2015-04-20 06:00:00,8,error3
2015-04-30 22:00:00,8,error2
2015-05-08 08:00:00,8,error1
2015-05-28 01:00:00,8,error2
2015-06-09 12:00:00,8,error3
2015-06-28 20:00:00,8,error4
2015-07-02 10:00:00,8,error2
2015-07-04 17:00:00,8,error2
2015-08-03 06:00:00,8,error5
2015-08-14 11:00:00,8,error3
2015-08-24 09:00:00,8,error2
2015-09-18 11:00:00,8,error3
2015-10-07 19:00:00,8,error4
2015-10-10 06:00:00,8,error4
2015-10-15 02:00:00,8,error3
2015-10-17 06:00:00,8,error5
2015-10-30 17:00:00,8,error5
2015-11-03 08:00:00,8,error5
2015-11-15 22:00:00,8,error2
2015-11-18 22:00:00,8,error3
2015-11-19 10:00:00,8,error2
2015-12-15 03:00:00,8,error2
2015-12-16 19:00:00,8,error4
2015-12-19 11:00:00,8,error4
2015-12-23 07:00:00,8,error4
2015-12-23 17:00:00,8,error2
2015-12-24 07:00:00,8,error4
2015-12-30 21:00:00,8,error4
2016-01-01 05:00:00,8,error3
2015-01-04 04:00:00,9,error4
2015-01-05 20:00:00,9,error3
2015-01-25 02:00:00,9,error1
2015-02-18 20:00:00,9,error2
2015-03-03 06:00:00,9,error1
2015-03-09 11:00:00,9,error1
2015-03-22 08:00:00,9,error3
2015-04-01 05:00:00,9,error4
2015-04-10 12:00:00,9,error5
2015-04-29 04:00:00,9,error1
2015-06-05 11:00:00,9,error2
2015-06-14 13:00:00,9,error4
2015-06-16 06:00:00,9,error2
2015-06-16 06:00:00,9,error3
2015-06-17 23:00:00,9,error4
2015-06-19 13:00:00,9,error1
2015-06-22 00:00:00,9,error4
2015-07-01 06:00:00,9,error1
2015-07-16 06:00:00,9,error2
2015-07-16 06:00:00,9,error3
2015-07-30 09:00:00,9,error3
2015-08-08 08:00:00,9,error4
2015-08-16 05:00:00,9,error1
2015-08-18 13:00:00,9,error4
2015-08-18 15:00:00,9,error1
2015-08-30 06:00:00,9,error2
2015-08-30 06:00:00,9,error3
2015-09-14 06:00:00,9,error1
2015-10-12 01:00:00,9,error2
2015-10-14 06:00:00,9,error2
2015-10-14 06:00:00,9,error3
2015-11-13 06:00:00,9,error1
2015-11-19 04:00:00,9,error3
2015-11-22 14:00:00,9,error3
2015-11-24 14:00:00,9,error3
2015-12-01 03:00:00,9,error2
2015-12-13 06:00:00,9,error2
2015-12-13 06:00:00,9,error3
2015-12-13 07:00:00,9,error4
2015-12-27 10:00:00,9,error2
2015-01-01 20:00:00,10,error1
2015-01-06 04:00:00,10,error3
2015-01-18 06:00:00,10,error2
2015-01-18 06:00:00,10,error3
2015-01-22 05:00:00,10,error1
2015-01-29 03:00:00,10,error4
2015-02-10 00:00:00,10,error1
2015-02-11 03:00:00,10,error1
2015-02-12 23:00:00,10,error5
2015-02-13 10:00:00,10,error3
2015-03-04 00:00:00,10,error2
2015-03-05 15:00:00,10,error3
2015-03-18 11:00:00,10,error1
2015-03-21 14:00:00,10,error4
2015-03-26 08:00:00,10,error1
2015-04-03 06:00:00,10,error2
2015-04-03 06:00:00,10,error3
2015-04-06 05:00:00,10,error2
2015-04-14 00:00:00,10,error3
2015-04-14 09:00:00,10,error1
2015-05-18 06:00:00,10,error2
2015-05-18 06:00:00,10,error3
2015-05-31 03:00:00,10,error1
2015-06-02 06:00:00,10,error1
2015-06-12 12:00:00,10,error4
2015-06-16 06:00:00,10,error1
2015-06-17 06:00:00,10,error2
2015-06-17 06:00:00,10,error3
2015-07-01 14:00:00,10,error3
2015-07-25 16:00:00,10,error3
2015-07-29 04:00:00,10,error5
2015-08-06 07:00:00,10,error2
2015-08-10 04:00:00,10,error3
2015-08-17 08:00:00,10,error4
2015-09-10 11:00:00,10,error1
2015-09-14 17:00:00,10,error1
2015-09-18 05:00:00,10,error1
2015-10-05 00:00:00,10,error1
2015-10-27 13:00:00,10,error3
2015-10-31 18:00:00,10,error1
2015-11-09 17:00:00,10,error1
2015-11-21 06:00:00,10,error3
2015-12-08 21:00:00,10,error2
2015-12-17 09:00:00,10,error1
2015-12-23 13:00:00,10,error2
